number,ID,year,month,day,time,Temp,Rain,CloudCover,generation,opticalflow
3,1800000002,4,2,26,11.5,9.3,0,3,1002.602,860.87992868
3,1800000002,4,2,26,12,10,0,4,830.18,1011.57998161
3,1800000002,4,2,26,12.5,10,0,4,829.1448,923.53766241
3,1800000002,4,2,26,13,10.4,0,4,786.878,846.17594944
3,1800000002,4,2,26,13.5,10.4,0,4,785.712,689.89016566
3,1800000002,4,2,26,14,10.5,0,4,721.196,714.520777544
3,1800000002,4,2,26,14.5,10.5,0,4,513.513,610.59792339
3,1800000002,4,2,26,15,10.5,0,4,293.4292,363.043838236
3,1800000002,4,2,26,15.5,10.5,0,4,219.5916,209.3381905316
3,1800000002,4,2,26,16,10.2,0,4,149.8636,151.153089148
3,1800000002,4,2,26,16.5,10.2,0,4,166.311,96.39706225
3,1800000002,4,2,26,17,9.6,0,4,218.444,64.597768744
3,1800000002,4,2,28,6.5,7.6,0,8,94.8948,90.4526142
3,1800000002,4,2,28,7,7.7,0,8,201.201,201.3040125
3,1800000002,4,2,28,7.5,7.7,0,8,311.9116,257.840340636
3,1800000002,4,2,28,8,8.9,0,8,616.975,847.08206408
3,1800000002,4,2,28,8.5,8.9,0,8,807.6772,1161.92721327
3,1800000002,4,2,28,9,9.8,0,3,1022.4984,915.029508624
3,1800000002,4,2,28,9.5,9.8,0,3,830.552,1091.497709864
3,1800000002,4,2,28,10,11.2,0,3,1258.905,1031.67143103
3,1800000002,4,2,28,10.5,11.2,0,3,1615.7064,1285.448977472
3,1800000002,4,2,28,11,12,0,3,2421.2916,1517.707931922
3,1800000002,4,2,28,11.5,12,0,3,1194.182,2451.13046136
3,1800000002,4,2,28,12,11.3,0,4,1085.62,1201.0447149
3,1800000002,4,2,28,12.5,11.3,0,4,938.2428,1300.698103518
3,1800000002,4,2,28,13,11,0,4,1213.41,945.18395454
3,1800000002,4,2,28,13.5,11,0,4,1194.937,1160.747364342
3,1800000002,4,2,28,14,10.5,0,4,1214.2928,1103.708261656
3,1800000002,4,2,28,14.5,10.5,0,4,1151.514,1077.537566196
3,1800000002,4,2,28,15,10.2,0,4,1140.4984,979.024754152
3,1800000002,4,2,28,15.5,10.2,0,4,743.778,947.610030332
3,1800000002,4,2,28,16,10,0,4,449.5908,480.927575002
3,1800000002,4,2,28,16.5,10,0,4,255.445,261.09578037
3,1800000002,4,2,28,17,9.5,0,4,218.444,109.518840624
3,1800000002,4,12,1,6.5,5.9,0,10,33.3824,102.399987712
3,1800000002,4,12,1,7,5.4,0,10,218.6,70.808009182
3,1800000002,4,12,1,7.5,5.4,0,10,183.612,NaN
3,1800000002,4,12,1,8,6.4,0,10,532.719,422.641938542
3,1800000002,4,12,1,8.5,6.4,0,10,1364.208,721.075808112
3,1800000002,4,12,1,9,8,0,2,1700.0968,2062.420554338
3,1800000002,4,12,1,9.5,8,0,2,2114.7552,1957.890241376
3,1800000002,4,12,1,10,10.2,0,2,2300.3742,2447.272940664
3,1800000002,4,12,1,10.5,10.2,0,2,1825.3554,2643.616765328
3,1800000002,4,12,1,11,12.5,0,2,1658.7,1672.2415395
3,1800000002,4,12,1,11.5,12.5,0,2,2746.7182,1874.653406566
3,1800000002,4,12,1,12,13.8,0,2,3111.6162,2497.098766074
3,1800000002,4,12,1,12.5,13.8,0,2,1470.024,2284.5035278
3,1800000002,4,12,1,13,14.9,0,2,1300.508,1705.44962113
3,1800000002,4,12,1,13.5,14.9,0,2,979.7056,1206.66729996
3,1800000002,4,12,1,14,11.5,0,2,368.8628,864.578152048
3,1800000002,4,12,1,14.5,11.5,0,2,165.92,333.75965292
3,1800000002,4,12,1,15,12.1,0,2,312.2208,259.849529952
3,1800000002,4,12,1,15.5,12.1,0,2,133.2528,211.816358148
3,1800000002,4,12,1,16,10.6,0,2,292.5494,82.704237252
3,1800000002,4,12,1,16.5,10.6,0,2,183.52,141.409079296
3,1800000002,4,12,1,17,9.3,0,2,183.624,175.455140972
